0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1857.6816,-1831.2617,-1861.9017
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1746.5910,-1793.8492,-1779.7733
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1377.5450,-1350.6071,-1350.6054
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1989.6646,-1999.0818,-2041.7909
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-444.5981,-465.7283,-462.2128
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-280.8181,0.0000,-113.4512
-224.9349,-182.2483,-201.2146
-211.7913,-202.7821,0.0000
0.0000,0.0000,0.0000
-328.7645,0.0000,-131.3988
-1515.5025,-1514.6873,-1043.0761
-984.7169,-897.3295,-543.0803
-276.9042,-135.6022,-107.1524
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-102.2355,-146.9463,0.0000
-497.3995,-234.8540,-236.0171
-1018.6131,-964.9986,-817.3779
0.0000,0.0000,0.0000
-571.6400,-517.4641,-535.8284
-645.6150,-550.2372,-408.3535
-1205.5316,-1084.5367,-1197.0948
-402.6823,-344.6208,-340.2183
-487.5199,-332.9935,-304.7203
0.0000,-115.0153,-58.0260
-266.5498,-200.0894,-171.5302
-265.6959,-275.5827,-225.9524
-214.1158,-177.6488,-178.5015
-699.2326,-697.5871,-414.0951
-114.0620,-60.1488,-91.2154
-456.9682,-576.0251,-315.5202
-370.0867,-346.2965,-267.1218
-314.2451,-234.9959,-225.5464
-376.8131,-262.7965,-219.9996
-217.6598,-228.1793,-169.2321
-188.5925,-190.7432,-165.6289
-166.7952,-118.8466,-165.6197
-44.2610,-44.0047,-37.1302
-14.6151,-27.2016,-33.4128
-153.0047,-167.0885,-144.6229
-140.2843,-140.4659,-90.0463
-7.2983,0.0000,-17.5450
-31.0667,-31.5193,-18.1395
-17.8656,-26.3889,-18.4857
-80.6084,-29.2682,-80.2799
-53.5793,-33.8368,-71.2983
-2.3888,-0.5110,-4.8878
-45.1486,-19.3291,-44.0691
-19.9019,-15.3294,-20.6434
-45.8579,-45.8497,-45.8277
-0.6062,0.0000,-0.5762
-3.3698,-1.7573,-1.3324
-94.4634,-81.6058,-32.2142
-28.5562,-29.2610,-20.0878
-29.2284,-32.8676,-32.2601
-19.4710,-19.7423,-18.6296
-40.2546,-40.3763,-29.7933
-41.8133,-36.5896,-12.7270
-28.1017,-82.5089,-78.2468
-58.5377,-58.9119,-40.4826
-66.0048,-32.3509,-48.4118
-27.2369,-65.0608,-66.4741
-79.5116,-185.7695,-171.7416
-113.6204,-103.0930,-111.6557
-33.3971,-78.4742,-78.2063
-88.0704,-87.4784,-64.3932
-92.7514,-93.7718,-93.5827
-302.4179,-302.4149,-302.3582
-97.8755,-30.1956,-87.7387
-61.4062,-45.3454,-43.2850
-117.1946,-156.0381,-156.0687
0.0000,0.0000,0.0000
-341.8399,-342.0133,-341.9743
0.0000,0.0000,0.0000
-72.3992,-38.7217,-38.8233
-248.5189,-249.3541,-200.3187
-412.2486,-320.9189,-412.2794
-393.6635,-392.1936,-393.7029
-412.9535,-413.0785,-405.5973
-439.7169,-429.4198,-440.4385
-469.8930,-458.2999,-470.9088
-493.2670,-494.4872,-486.2992
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
