0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1900.4479,-1825.5343,-1856.9318
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1748.6694,-1792.0961,-1795.1699
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1544.1642,-1380.0818,-1354.7563
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1990.9152,-1995.3975,-2005.0009
0.0000,0.0000,0.0000
0.0000,-125.5686,0.0000
-715.2869,-545.9570,-551.6285
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-331.9076,-145.6384,-58.3370
-409.1284,-122.3890,0.0000
-339.0619,-197.3395,-132.5674
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1528.5411,-1063.4863,-1539.8407
-940.5874,-605.2201,-968.7476
-564.0685,-200.7974,-182.0617
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-180.7866,-211.5981,-120.1828
-328.1692,-315.6902,-253.2469
-1143.0591,-1088.6572,-920.8219
0.0000,0.0000,0.0000
-544.5279,-548.4561,-535.4576
-773.1210,-711.9004,-551.3132
-1271.7269,-1096.7834,-1222.0808
-387.6623,-356.7291,-354.2231
-352.9533,-356.4102,-312.0020
-179.9108,-191.1671,0.0000
-182.9997,-121.2033,-171.7773
-268.9637,-206.7747,-198.3822
-143.3416,-233.5829,-138.6694
-731.3974,-709.7501,-434.7484
-284.0693,-117.0971,-130.1973
-460.7245,-436.3270,-318.0282
-449.8654,-344.3016,-267.5799
-319.2469,-236.5905,-223.7919
-282.5915,-299.7411,-220.1395
-242.9734,-220.7054,-169.4765
-186.4187,-189.3938,-165.8278
-210.5879,-212.3905,-119.1396
-42.3279,-42.6449,-38.1077
0.0000,-15.0458,-26.5049
-164.7851,-149.2080,-144.7800
-139.0567,-139.1723,-90.2556
0.0000,0.0000,0.0000
-19.7687,-29.7121,-30.2075
-27.9814,-21.1425,-16.4147
-82.5628,-29.5010,-88.2500
-47.8823,-47.8759,-33.9548
-3.5304,0.0000,0.0000
-45.0373,-45.0642,-22.0445
-30.3278,-14.1518,-21.9877
-46.1074,-46.1122,-46.1181
-2.6205,0.0000,0.0000
-4.1281,-1.4344,-0.6186
-36.7397,-100.1902,-89.2049
-20.5396,-28.8765,-27.9490
-33.3556,-33.2173,-29.2886
-18.6668,-21.6500,-28.6693
-38.1230,-31.9106,-38.1778
-35.2424,-35.5537,-12.8057
-79.4212,-79.6703,-28.5404
-40.8987,-57.3975,-57.2925
-64.3439,-65.7268,-42.3639
-66.0520,-64.8992,-27.5378
-198.4672,-104.6788,-178.8901
-110.4078,-28.4845,-144.0251
-81.3275,-39.4050,-81.6389
-88.6003,-67.3972,-86.2631
-85.3052,-87.1382,-63.9373
-302.4251,-302.5407,-302.5375
0.0000,0.0000,0.0000
-57.9272,-61.0169,-65.6112
-156.8729,-152.4721,-118.4059
0.0000,0.0000,0.0000
-342.1804,-342.1780,-341.9516
0.0000,0.0000,0.0000
-38.7700,-85.8994,-68.1072
-243.7249,-200.8531,-246.7821
-412.3537,-412.3742,-321.1048
-393.7759,-392.2519,-393.7842
-412.9629,-405.7278,-413.1895
-440.4612,-429.5834,-439.7251
-470.5521,-458.3748,-470.6659
-486.3126,-495.7909,-493.4757
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
