-1144.7057,-1543.9873,-1169.6841,-1599.4457,-1555.1402
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
-696.1161,-511.1694,-641.6256,-775.0251,-265.8352
0.0000,-771.5752,-442.5476,0.0000,0.0000
-1429.2172,-1218.0981,-1210.1108,-1429.2960,-1218.7379
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
-1238.0575,-776.2088,-977.1907,-890.8209,-725.9260
0.0000,0.0000,-679.2271,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
-798.4341,-495.9478,-378.0516,0.0000,-477.0922
-1187.3551,-885.1896,-1094.3964,-1321.1707,-1394.1314
0.0000,0.0000,0.0000,0.0000,0.0000
-685.5968,-873.9592,-455.7014,0.0000,-542.3180
-1337.3169,-1403.5340,-1161.8234,-1003.5312,-1177.3193
-923.8852,-712.4281,-705.1983,-1344.6115,-888.9571
-966.2450,-939.2281,-840.9474,-1280.4502,-304.1179
0.0000,-537.3055,-339.6454,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000
-910.3945,-955.5478,-1094.1962,-574.9172,-723.1397
-525.6323,-692.3291,-608.2049,-631.7277,-759.2163
-1037.5761,-977.0031,-842.5537,-973.1014,-992.3477
-361.3600,-416.7945,-625.3464,-477.1870,-936.7730
-665.2435,-874.5798,-592.2799,-1028.3603,-804.2055
-324.8585,-390.0370,0.0000,0.0000,-9.4965
-1145.1320,-1309.3631,-1125.3471,-940.7680,-1318.9262
-1175.4630,-1136.7005,-1141.7717,-1183.7883,-1606.3114
-432.7928,-472.3866,-434.7892,-734.1341,-342.6162
-434.3055,-581.5329,-775.4966,-467.8845,-487.3511
-320.5992,-295.4662,-445.3332,-252.9297,-294.3455
-504.8190,-293.0440,-611.0153,-390.7764,-252.8656
-568.7536,-595.4587,-717.8378,-662.5132,-598.7564
-162.1736,-120.3366,-232.7461,-113.2372,-100.3120
-192.3735,-327.4931,-124.7995,0.0000,0.0000
-603.1181,-261.2257,-394.9702,-275.7822,-581.5963
-392.3983,-350.0243,-651.6613,-501.4189,-548.8702
-985.5451,-1011.6204,-965.5105,-350.8390,-1436.5379
-1117.2698,-1098.1337,-950.5057,-1376.2060,-1159.3768
-434.9330,-578.8906,-467.9909,-181.9430,-984.9803
-118.4219,-418.7238,-270.1671,-241.5186,-92.8437
-158.8866,-422.2074,-305.9878,-177.3839,-244.8078
-104.1568,-397.7589,-486.3794,-200.6875,-283.6668
-516.1699,-518.2931,-334.9320,-67.0469,-546.3262
-1294.3196,-1292.3224,-1299.3271,-1598.0138,-1862.2063
-119.0710,-153.9604,-207.7594,-168.8626,-99.3823
-789.5692,-1062.2844,-1044.2016,-828.0893,-1126.5138
