0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1833.2597,-1813.8567,-1813.8565
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1645.2305,-1704.6333,-1757.6515
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1556.8641,-1395.4218,-1418.6781
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1886.0959,-1958.4163,-1593.4007
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1022.0413,-652.1675,-559.2716
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,-111.3062,-66.3091
-169.9887,-154.8431,-153.2378
-434.7010,-202.4230,-218.4347
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-1570.4423,-1202.4205,-1583.1731
-901.5606,-913.2715,-738.0718
-221.6046,-192.2715,-190.0496
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
-756.6036,-701.2187,-467.9483
-1204.3240,-981.1710,-976.2385
0.0000,0.0000,0.0000
-795.3594,-590.7370,-576.4039
-631.4471,-851.6347,-682.9685
-1414.6411,-1255.4391,-1179.6922
-397.8021,-448.3542,-407.3445
-502.4333,-344.8557,-358.3046
-142.2460,-83.9941,-124.1688
-99.3637,-84.1863,-135.4493
-322.4903,-221.7512,-206.8063
-316.1134,-191.8831,-171.3971
-863.5312,-854.2947,-417.5538
-195.1679,-176.7272,-165.5849
-504.4437,-627.7303,-292.3157
-438.0665,-417.7456,-302.1773
-448.2018,-290.5402,-225.8057
-284.0098,-280.9762,-256.4472
-234.4416,-252.9398,-199.7241
-204.4036,-209.1197,-159.2843
-166.1950,-164.7387,-118.3527
-45.7431,-45.7376,-45.7461
0.0000,-24.9643,-11.8162
-171.9532,-157.6335,-145.5799
-146.0824,-139.7176,-73.8416
0.0000,0.0000,0.0000
-32.5247,-32.5234,-32.5256
-34.1456,-20.3144,-26.2507
-84.8111,-94.0087,-92.2785
-28.1987,-49.8008,-51.1278
-0.4276,-4.6373,0.0000
-44.8241,-43.3119,-44.1297
-29.4471,-27.6560,-27.2644
-35.2526,-35.8562,-5.7483
-7.9317,0.0000,0.0000
-5.6131,-9.5522,-4.7162
-72.1862,-89.2578,-82.4742
-16.7920,-27.5899,-27.4357
-32.9866,-32.4213,-9.1381
-8.3551,-23.1920,-24.0787
-42.0961,-30.1186,-40.7445
-31.8182,-35.9707,-37.0604
-79.0503,-43.9575,-78.7425
-59.8883,-26.5136,-60.6063
-64.3577,-40.3798,-70.3421
-66.1986,-65.6521,-44.0126
-187.5618,-78.0760,-185.3584
-109.7900,-110.2982,-104.8981
-78.4937,-78.6490,-38.2145
-85.1502,-85.6431,-66.8020
-97.4061,-97.4097,-97.4087
-302.4119,-302.5211,-302.5204
0.0000,0.0000,0.0000
-79.1012,-61.2252,-49.3366
-156.1004,-153.5813,-118.1659
0.0000,0.0000,0.0000
-342.2144,-342.2181,-341.9297
0.0000,0.0000,0.0000
-71.5705,-78.6272,-38.6102
-256.9058,-269.1253,-200.7472
-412.4094,-412.3908,-321.0683
-393.7756,-393.7566,-392.2450
-405.7251,-412.9317,-413.1475
-439.6791,-429.5823,-440.4372
-458.3744,-470.2191,-469.7765
-494.1910,-486.3124,-495.2335
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
