0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,-28.4496
-220.1901,-21.4232
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,-15.8458
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-176.1878,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-76.9832,-24.3828
-75.0979,-38.7880
0.0000,0.0000
0.0000,0.0000
-15.6090,-34.8091
-46.0609,-19.0563
0.0000,0.0000
0.0000,0.0000
-18.2930,-20.4902
-244.4372,-48.7253
-230.5083,-42.2923
-139.8268,-42.9660
-86.0643,-39.2643
-50.1130,-25.2240
-44.8809,-29.0747
-40.6572,-25.6246
-27.1732,-12.3781
-26.2041,-7.2224
-66.9079,-12.1657
-36.4322,-45.4137
-23.8161,-13.6701
-25.3821,-12.3551
-4.8963,-21.6189
-75.5588,-113.2960
-70.6958,-28.6201
-80.8747,-12.6925
-33.3127,-20.7757
-58.5374,-19.3886
-31.7822,-186.3788
-33.6367,-123.9432
-60.7988,-80.7824
-47.9827,-67.2936
-152.9460,-50.4598
-137.6298,-189.8311
-167.5445,-155.2877
-129.1231,-67.4129
-89.4466,-127.4872
-150.0790,-233.3189
-239.6919,-228.3772
-119.6450,-121.7812
-184.9298,-147.1304
-204.9083,-206.3749
-275.4032,-236.5376
-228.9537,-252.5418
-218.9377,-189.5051
-148.7681,-171.8399
-286.0828,-232.1989
-221.3997,-240.8221
-180.4508,-223.9529
-153.5521,0.0000
0.0000,0.0000
0.0000,0.0000
