0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-369.2067,0.0000
-280.0630,-30.2177
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,-25.9348
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-102.9080,-21.7306
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,-23.2012
-51.2744,-20.1730
-49.6488,-38.5220
-65.2249,-15.8392
0.0000,0.0000
-58.3695,-48.9850
-45.6843,-29.5735
-47.7144,0.0000
-54.0400,0.0000
0.0000,-12.1021
-290.7280,-57.6654
-297.4520,-51.5161
-115.7187,-37.1841
-96.5555,-39.2895
-76.7003,-24.1587
-32.8782,-14.8859
-37.8838,-18.6960
-27.1062,-17.7772
-6.5227,-24.0983
-39.9092,-9.1608
-8.5178,-81.2655
-13.3665,-29.7072
-41.9032,-5.0170
-12.4140,-26.2204
-27.4014,-79.6831
-24.0910,-100.8606
-26.4243,-47.2980
-28.2890,-14.6379
-60.7963,-28.5140
-112.1194,-24.5033
-44.0892,-156.3710
-52.1451,-60.6242
-45.0575,-63.6591
-155.5251,-170.3683
-98.1804,-198.8785
-140.4231,-43.7763
-108.4266,-48.1339
-108.4867,-135.5963
-153.3285,-211.8465
-232.8409,-151.8838
-163.7408,-177.5449
-142.7028,-161.2124
-158.1828,-206.3186
-234.5841,-282.4915
-249.7523,-221.0783
-111.5779,-69.0636
-180.8340,-187.7561
-303.5559,-280.9826
-271.1149,-226.7513
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
