0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-279.1523,-24.7204
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-179.6729,-24.6872
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-138.9690,0.0000
0.0000,0.0000
-198.0997,0.0000
0.0000,0.0000
0.0000,-23.5535
0.0000,0.0000
0.0000,0.0000
-154.9911,-19.9695
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
-278.3311,0.0000
-98.2936,-12.0327
-75.0979,-38.6716
0.0000,-18.2887
0.0000,0.0000
-34.3261,-24.4870
0.0000,0.0000
0.0000,0.0000
-40.2318,-21.8507
0.0000,0.0000
-240.6675,-78.8386
-235.1343,-20.4266
-117.5629,-45.2106
-55.5721,-34.5393
-59.3841,-20.0626
-46.6057,-24.0950
-26.7025,-8.5757
-24.0687,-13.5223
-25.6427,-7.4390
-10.1630,-43.8021
-14.6001,-63.0229
-29.6030,-11.7398
-22.0215,-4.9790
-10.5074,-18.4635
-10.2222,-66.0113
-14.1260,-73.2939
-7.8188,-52.8101
-41.2215,-14.9253
-12.4801,-72.0885
-160.8496,-67.2169
-30.6182,-115.2946
-61.0232,-91.1602
-67.8320,-28.0974
-140.7518,-57.4058
-138.1420,-188.2391
-147.3264,-109.6589
-99.3420,-113.2879
-83.3000,-134.5837
-215.5092,-212.7914
-245.6687,-203.5822
-185.2774,-186.4252
-137.4657,-162.1459
-227.9750,-161.6585
-207.3559,-263.5442
-229.1293,-212.1562
-78.8772,0.0000
0.0000,0.0000
-180.8769,-197.5170
-171.6967,-179.1478
-94.0395,0.0000
0.0000,0.0000
0.0000,0.0000
0.0000,0.0000
