0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869
1.0276,1.0276,1.0276,1.0276,1.0276,1.0276,1.0276,1.0276,1.0276,1.0276
1.0275,1.0275,1.0275,1.0275,1.0275,1.0275,1.0275,1.0275,1.0275,1.0275
1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274,1.0274
1.0273,1.0273,1.0273,1.0273,1.0273,1.0273,1.0273,1.0273,1.0273,1.0273
1.0271,1.0271,1.0271,1.0271,1.0271,1.0271,1.0271,1.0271,1.0271,1.0271
1.0270,1.0270,1.0270,1.0270,1.0270,1.0270,1.0270,1.0270,1.0270,1.0270
1.0269,1.0269,1.0269,1.0269,1.0269,1.0269,1.0269,1.0269,1.0269,1.0269
1.0268,1.0268,1.0268,1.0268,1.0268,1.0268,1.0268,1.0268,1.0268,1.0268
1.0267,1.0267,1.0267,1.0267,1.0267,1.0267,1.0267,1.0267,1.0267,1.0267
1.0265,1.0265,1.0265,1.0265,1.0265,1.0265,1.0265,1.0265,1.0265,1.0265
1.0264,1.0264,1.0264,1.0264,1.0264,1.0264,1.0264,1.0264,1.0264,1.0264
1.0263,1.0263,1.0263,1.0263,1.0263,1.0263,1.0263,1.0263,1.0263,1.0263
1.0262,1.0262,1.0262,1.0262,1.0262,1.0262,1.0262,1.0262,1.0262,1.0262
1.0261,1.0261,1.0261,1.0261,1.0261,1.0261,1.0261,1.0261,1.0261,1.0261
1.0260,1.0260,1.0260,1.0260,1.0260,1.0260,1.0260,1.0260,1.0260,1.0260
1.0258,1.0258,1.0258,1.0258,1.0258,1.0258,1.0258,1.0258,1.0258,1.0258
1.0257,1.0257,1.0257,1.0257,1.0257,1.0257,1.0257,1.0257,1.0257,1.0257
1.0256,1.0256,1.0256,1.0256,1.0256,1.0256,1.0256,1.0256,1.0256,1.0329
1.0392,1.0328,1.0255,1.0328,1.0255,1.0328,1.0255,1.0255,1.0255,1.0328
1.0391,1.0327,1.0254,1.1103,1.0254,1.0327,1.0327,1.0254,1.0254,1.0326
1.0389,1.0390,1.0326,1.1078,1.0253,1.0325,1.0390,1.0390,1.0253,1.0389
1.1865,1.0388,1.0325,1.1053,1.0251,1.1063,1.0388,1.0389,1.0251,1.2682
1.3448,1.0386,1.0323,1.1028,1.0324,1.1038,1.0387,1.1860,1.0388,1.2653
1.3417,1.0385,1.1031,1.1003,1.0322,1.2635,1.1828,1.1833,1.1851,1.2625
1.3387,1.0984,1.1820,1.1790,1.0321,1.3405,1.1801,1.1806,1.2632,1.2596
1.3356,1.0959,1.1793,1.2566,1.0319,1.3375,1.1775,1.1779,1.3402,1.3363
1.3326,1.1743,1.1766,1.3332,1.0383,1.3344,1.1748,1.1752,1.3371,1.4898
1.3295,1.2516,1.0931,1.3302,1.1766,1.4099,1.1721,1.2526,1.3341,1.4864
1.3265,1.2488,1.1713,1.3271,1.2541,1.4067,1.3284,1.3289,1.4095,1.4830
1.3235,1.4030,1.1686,1.3241,1.2513,1.4035,1.4036,1.3259,1.5605,1.5560
1.3983,1.4769,1.3244,1.3210,1.1686,1.4003,1.4004,1.4781,1.5570,1.5525
1.3951,1.4736,1.3994,1.3958,1.2455,1.5502,1.4742,1.5509,1.5534,1.5489
1.5445,1.4702,1.3184,1.3150,1.2427,1.5467,1.4708,1.5474,1.5498,1.6204
1.4653,1.4668,1.3153,1.3894,1.3184,1.4673,1.5432,1.4679,1.5463,1.6167
1.5374,1.5390,1.3897,1.5382,1.3929,1.4639,1.5397,1.4646,1.6177,1.6130
1.4585,1.4600,1.3865,1.4592,1.4664,1.4606,1.5361,1.4612,1.6139,1.5347
1.4552,1.3806,1.3063,1.4558,1.4630,1.4572,1.5326,1.3817,1.6102,1.5312
1.3760,1.3774,1.3033,1.4525,1.4596,1.4538,1.5291,1.3785,1.6065,1.5276
1.3728,1.3742,1.3003,1.4491,1.4562,1.3747,1.4506,1.3753,1.6028,1.5241
1.2933,1.3710,1.2972,1.4458,1.4529,1.3715,1.4472,1.3721,1.4501,1.5206
1.2903,1.3678,1.2171,1.4424,1.2973,1.3683,1.4439,1.3689,1.4467,1.4425
1.2873,1.3647,1.1367,1.3639,1.2942,1.3651,1.2892,1.3657,1.4434,1.4392
1.2843,1.3615,1.1340,1.3607,1.2912,1.2095,1.2862,1.3626,1.4400,1.4358
1.2813,1.3583,1.1314,1.3575,1.2883,1.2067,1.2832,1.3594,1.4367,1.4325
1.2783,1.2797,1.1288,1.3544,1.2853,1.1269,1.2802,1.3562,1.4333,1.4291
1.2754,1.2006,1.0486,1.3512,1.2823,1.1243,1.2772,1.3531,1.4300,1.4258
1.2724,1.1978,1.0346,1.3481,1.2793,1.1216,1.2743,1.3499,1.4267,1.2731
1.2694,1.1950,1.0345,1.3449,1.2763,1.1190,1.2713,1.2718,1.4233,1.2701
1.2664,1.1922,1.0343,1.3418,1.2733,1.1164,1.1928,1.2688,1.4200,1.2671
1.2635,1.1895,1.0342,1.3386,1.2704,1.1138,1.1900,1.1904,1.4167,1.1888
1.2605,1.1867,1.0274,1.3355,1.2674,1.1112,1.1872,1.1876,1.4134,1.1860
1.1826,1.1839,1.0273,1.3324,1.1891,1.1086,1.1844,1.1848,1.3364,1.1833
1.1044,1.1056,1.0196,1.3292,1.1863,1.0393,1.1816,1.1820,1.3333,1.1050
1.0390,1.1030,1.0195,1.2522,1.1835,1.0391,1.1788,1.1793,1.3301,1.1024
