0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
-224.8744,-231.8270,-118.1559,-20.8202
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
-276.8850,-179.0556,-99.4885,-37.1823
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,-111.3436,0.0000
0.0000,0.0000,0.0000,0.0000
-112.4154,-178.1819,-156.5094,-37.0356
-177.1433,-230.9622,-100.9053,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,-82.2489,0.0000
0.0000,-59.6171,-62.5927,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
-63.3112,-64.0328,0.0000,-18.1335
-38.5625,-120.8072,-85.5496,-11.7716
-83.3746,-67.4759,-78.2435,-26.0548
-54.1749,-49.8787,-80.7358,-36.1432
0.0000,0.0000,0.0000,0.0000
0.0000,-59.8114,-30.5111,-12.2403
-35.3665,-24.4500,-35.9591,-23.8687
-49.1983,0.0000,0.0000,0.0000
0.0000,-27.7951,-27.2446,-7.3216
0.0000,0.0000,0.0000,0.0000
-37.8909,-1.4039,-124.7485,-11.4501
-31.5777,-36.7243,-42.7907,-27.7190
-236.8484,-186.6009,-123.6407,-34.5885
-208.1845,-117.8455,-87.6501,-47.4063
-51.6468,-55.9383,-50.0209,-34.8629
-40.9361,-44.8751,-48.6679,-22.4117
-38.5373,-36.5244,-35.1129,-26.1463
-28.7199,-30.8441,-26.4365,-21.1336
-29.7292,-30.0339,-29.3640,-16.4180
-22.5976,-9.7265,-22.8176,-24.6986
-20.5797,-22.5838,-20.4355,-7.2467
-50.4715,-36.3499,-24.6498,-54.4056
-34.7555,-27.5786,-26.8686,-27.5908
-21.1019,-15.5293,-3.3515,-15.9015
-6.5812,-12.6916,-12.6734,-12.7829
-50.6847,-58.1293,-90.0618,-16.7573
-12.5145,-73.4443,-107.7159,-75.3261
-45.3101,-34.7041,-66.4149,-45.2046
-34.3819,-31.4010,-19.2736,-28.3695
-126.8281,-33.6829,-19.9724,-74.2338
-133.2356,-95.1108,-109.3465,-109.1854
-117.1412,-100.6672,-28.3320,-109.0753
-60.6246,-89.5972,-84.2250,-64.8210
-62.2953,-77.5136,-43.5152,-60.5181
-115.0137,-116.0367,-67.3145,-107.8212
-188.6638,-146.7448,-185.8520,-174.9081
-151.7833,-145.5351,-131.3802,-96.0592
-117.4085,-118.2971,-110.8986,-115.6180
-128.8127,-133.7369,-57.0790,-133.7810
-113.0778,-205.2554,-194.6973,-178.9348
-156.2773,-205.0301,-205.8236,-213.2894
-201.3105,-208.2574,-177.5052,-184.3184
-136.1291,-160.1616,-157.1485,-146.3667
-198.2214,-128.0728,-174.4663,-196.3530
-173.2869,-237.3482,-219.3987,-235.9463
-225.0580,-231.7476,-208.2839,-238.4046
-107.6703,-69.5692,-64.6497,-68.2385
-124.3985,-114.0467,-79.9236,-171.4856
-226.8006,-265.1861,-230.1023,-218.3237
-225.0840,-246.5233,-222.3773,-243.2764
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000
