0.0349
0.0388
0.0461
0.0441
0.0486
0.0438
0.0346
0.0429
0.0394
0.0373
0.0373
0.0325
0.0437
0.0416
0.0464
0.0389
0.0315
0.0330
0.0389
0.0330
