0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869
0.8770,0.8770,1.2634,0.9781,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,0.9781,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,0.8770,0.8770,0.8770,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,0.9781,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634
0.8672,1.2627,0.9777,0.9766,1.2633,1.2633,0.9777,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,0.8748,1.2633,1.2633,1.2633,0.8748,1.2629,0.9777,0.8748,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9762,1.2627,1.2627,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2629,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,1.2633,0.9777,0.8748,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777,0.9777
0.9742,0.8652,0.8671,0.9751,1.2631,1.2631,1.2627,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2626,1.2631,1.2631,1.2631,0.8650,1.2627,0.8671,0.9757,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2622,0.9758,1.2626,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2631,1.2627,0.9757,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,0.8671,0.8671,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627,1.2627
0.9332,1.0220,1.2620,1.2618,1.2387,1.0019,1.2737,1.2561,1.2483,1.2631,1.2481,1.2562,1.2740,1.2484,1.1984,1.2481,1.2482,1.1999,1.0006,1.2385,1.2482,1.2028,1.2630,1.2386,0.9913,1.2385,1.0004,1.2563,1.2618,1.2626,1.2620,1.2620,1.2010,1.1983,1.2561,1.2388,1.2689,1.2691,1.2630,1.2689,1.2631,0.8006,1.2005,1.2562,1.0014,1.2689,1.2631,1.2690,1.2688,1.2629,1.2481,1.2562,0.8018,0.9758,0.9917,1.0356,1.0354,0.9758,0.9497,0.9903,1.2680,1.2684,1.2632,1.2560,1.2562,1.2026,1.2011,1.2000,1.2387,1.2629,1.2482,1.2689,0.8047,1.2386,1.2482,1.2481,1.0003,1.2563,1.2631,1.2481,1.2689,1.2685,1.2626,1.2626,1.2626,1.2557,1.2626,1.2685,1.2685,1.2626,1.2736,1.2737,1.2557,1.2626,1.1884,1.2557,1.2736,1.2685,1.2476,1.2685,1.2626,1.2626,1.2477,1.2380,1.2737,1.2685,1.2685,1.2736,1.2684,1.2626,1.2564,1.2630,1.2630,1.2016,1.2384,1.2481,1.2689,1.2481,1.2688,1.2386,1.2483,1.2386,1.2387,1.2562,1.2480,1.1993,1.2689,1.2481,1.2630,1.2561,1.2482,1.0030,1.2563,0.9758,1.2620,0.9917,1.0358,0.9917,1.0357,1.0357,0.9758,0.9758,0.9758,1.2015,1.0353,1.2013,0.9758,0.9917,0.9917,0.9917,1.0356,1.1188,0.9917,1.0355,0.9917,0.9917,1.0356,0.9917,0.9917,0.9758,1.2021,0.9917,0.9917,1.1196,0.9917,0.9917,0.9758,0.9758,0.9758,0.9917,0.9917,0.9917,1.0352,0.9916,0.9918,0.9917,1.0355,0.9758,0.9758,1.0352,1.1193,0.9916,1.0361,1.0354,1.1187,0.8574,1.2679,0.9917,0.9758,0.9917,1.0356,1.0357,0.9758,0.9917,0.9918,0.9917,0.9917,0.9916,0.9917,0.9917
1.0860,1.1726,1.0222,1.2772,0.9587,0.4056,1.2625,1.0016,1.2633,1.2562,0.8051,1.2785,1.2478,0.8482,0.6150,0.6122,1.0083,0.4058,0.7870,0.6068,0.6040,0.7028,1.2627,0.6149,1.2676,0.8714,0.6080,1.2385,1.2728,1.2556,0.9392,1.1796,0.9593,0.5266,1.2560,0.7030,0.7828,0.8713,1.2824,1.2737,1.2740,0.8096,0.4055,1.2386,0.7014,1.1956,1.2688,1.2561,1.2882,0.9964,1.2484,1.2388,0.5270,1.2622,1.2729,1.2550,1.3496,1.2776,1.2670,1.2770,1.1866,1.2380,1.2740,1.2685,1.0024,0.7046,0.8740,0.5699,0.9383,1.2479,0.9386,1.2558,0.6107,0.9138,0.9141,0.9926,1.0115,1.2389,1.2739,0.9594,1.2687,1.2778,1.2556,1.2556,1.2556,1.2477,1.2380,1.2733,1.1906,1.2780,1.3619,1.2733,1.2735,1.2682,0.6085,1.2627,1.2818,1.2682,0.9117,1.2857,1.1925,1.2477,0.9763,0.5981,1.3591,0.7782,1.2733,1.2818,1.2778,1.2556,1.2483,1.2630,1.2561,1.0137,1.2565,0.8053,1.0004,1.2387,1.2822,0.8090,1.2394,1.2389,0.4055,1.2562,0.7837,0.4054,1.2626,0.7847,1.2631,1.2629,0.7862,0.6096,0.6058,1.2620,1.1867,1.1889,1.2776,1.0255,1.2774,1.2774,1.2620,1.2776,1.2553,1.3495,1.2774,1.1878,1.2621,1.2678,1.2853,1.2678,1.2852,1.1881,1.4321,1.2816,1.2775,1.2679,1.2851,1.2620,1.2677,1.2375,1.3501,1.2730,1.2621,1.3523,1.2679,1.2815,1.2374,1.2470,1.2621,1.2775,1.2471,1.2851,1.2852,1.2730,1.2775,1.2550,1.2815,1.3565,1.2777,1.2851,1.5090,1.2730,1.2815,1.2816,1.2814,1.2555,1.3464,1.2776,1.2775,1.2621,1.2774,1.2815,1.2376,1.3556,1.2731,1.2678,1.2816,1.2618,1.1807,1.4347
1.3870,1.3949,1.0125,1.0129,1.1976,0.3561,1.1884,1.2140,1.2486,1.2387,0.7908,1.2780,0.9580,0.5705,0.6939,0.8603,0.7075,0.8523,0.9473,0.5319,0.6108,1.0369,1.2736,0.9484,1.2613,0.7938,0.9424,0.7862,1.0982,0.7988,1.2810,1.0254,1.0326,0.7775,1.2479,1.1994,1.2622,0.9750,1.4414,1.2621,1.2625,0.8874,0.7128,1.2393,0.9365,0.7846,0.9514,0.8045,1.3545,0.8697,1.2086,1.2159,1.0065,1.1915,1.2616,1.0243,1.3343,1.2813,1.4883,1.3346,1.3332,0.9996,1.2684,1.2779,1.2491,1.2001,0.9759,1.2634,0.8673,0.9584,0.8831,1.2626,0.7170,0.7840,0.6991,0.9909,1.2260,0.9613,1.2782,1.2628,1.2626,1.2773,1.2475,1.2381,0.9906,0.9758,0.9584,1.2729,0.7812,1.2721,1.2772,1.2618,1.2621,0.9851,0.7939,1.2558,1.2850,1.2732,1.2625,1.2773,0.4372,0.9763,1.2623,0.5267,1.3437,0.9556,1.2775,1.2813,1.2617,0.9952,1.2489,1.2561,1.0051,1.2403,1.2052,0.3539,1.2394,1.2393,1.2853,0.5726,1.2573,1.2491,0.8190,1.2388,0.9745,0.9177,0.9929,0.9571,1.2036,1.2384,0.9756,1.2499,1.2217,0.9389,1.2808,1.3353,1.2812,1.2671,1.2724,1.2810,1.1057,1.2772,0.9748,1.4908,1.2811,1.2844,0.9738,1.1032,1.2810,1.1018,1.3401,1.3343,1.4159,1.3408,1.2770,0.9095,1.2845,1.1061,1.2617,0.7761,1.4136,1.0199,0.9902,1.0959,1.4251,1.4967,0.7742,0.8571,1.1885,1.2724,0.7734,1.2845,1.2847,1.2813,1.2848,0.9900,1.2809,1.2613,1.2850,1.2809,1.4919,1.2772,1.3396,1.2847,1.2808,1.3977,1.4097,1.2812,1.2770,0.9558,1.4183,1.4176,0.7762,1.4194,1.2616,1.1016,1.2810,0.9550,1.2479,1.4185
1.5215,1.6045,1.0816,1.3201,1.0203,0.9786,1.2482,0.8837,0.7899,1.2634,0.9763,1.2678,0.9445,0.7834,0.9378,1.2812,0.8713,1.2651,1.2675,0.6993,1.2501,0.7739,1.2622,1.1028,1.2674,1.2482,1.2577,0.9462,1.2764,0.9780,1.2763,1.0138,1.1848,1.0217,0.6968,0.9784,1.2474,1.2550,1.2656,1.2620,1.2625,1.2576,0.8778,1.2573,1.2625,1.2621,1.1882,1.2572,1.4182,0.9904,0.7931,1.2576,1.2494,1.3382,1.0185,1.0943,1.4740,1.3342,1.6226,1.3972,1.5489,1.2634,1.2622,1.2774,0.9798,0.8734,1.2552,1.2632,1.2620,1.0299,0.9770,1.2558,0.8831,0.7751,0.7763,1.0192,0.9821,0.9600,1.2777,1.2629,1.2558,1.2768,0.9761,0.9593,1.2632,1.2619,1.2557,1.2725,1.0254,1.3374,1.3357,1.2675,1.2553,1.2628,1.2632,1.2560,1.4124,1.2729,1.2555,1.2845,1.2558,1.2623,1.2623,0.7822,1.3286,1.2674,1.2770,1.2807,1.2729,1.2633,1.2637,1.2388,1.2571,1.2503,1.2638,1.2564,1.2640,1.2573,1.2847,1.2570,1.2573,1.2640,0.9651,0.7023,1.2726,1.2497,1.2036,1.2473,0.8759,0.8699,1.2618,0.8049,0.7139,1.2767,1.2761,1.3206,1.3334,1.1712,1.3311,1.3285,1.2542,1.2721,1.2616,1.3968,1.2842,1.3989,1.2724,1.2766,1.2805,1.2766,1.4804,1.3970,1.3998,1.2606,1.2766,1.2370,1.4007,1.2845,1.1676,1.1018,1.3197,1.2765,1.2771,1.3234,1.4089,1.3242,1.0978,1.2545,1.1750,1.2767,0.9540,1.3240,1.4057,1.2767,1.2842,1.2811,1.4032,1.3260,1.2807,1.2841,1.5511,1.2767,1.5563,1.4821,1.4015,1.4578,1.4704,1.3331,1.3300,1.2547,1.4022,1.4788,0.9892,1.2461,0.9889,1.3305,1.2842,1.2809,0.8675,1.2454
1.5769,1.5125,1.2832,1.3050,1.2668,1.2631,0.9770,0.8738,1.2627,1.2633,1.2622,1.2617,0.8507,1.2621,0.9272,1.2607,1.2623,1.2649,1.2613,1.2623,0.8067,0.8485,1.2621,1.0903,1.2612,0.8713,1.2643,0.9731,1.2800,1.2628,1.2836,0.9209,1.0094,1.0916,1.2621,0.8707,1.2624,1.2618,1.2607,1.2619,1.2624,1.2643,0.9763,1.2640,1.2623,1.2620,1.0122,1.2639,1.1655,0.8508,0.9767,1.2642,1.2642,1.1646,0.9710,1.0011,1.3040,1.2404,1.4545,1.2266,1.5311,1.2633,1.2621,1.2612,1.2635,0.8636,1.2620,1.2631,1.2618,1.2616,1.2625,1.2625,0.9773,0.8499,0.8511,0.9259,0.8898,0.9768,1.2616,1.2628,1.2626,1.2717,1.2621,1.2627,1.2631,1.2618,1.2624,1.2669,1.2612,1.3222,1.2418,1.2613,1.2621,1.2627,1.2630,1.2628,1.3185,1.2613,1.2622,1.2802,1.2626,1.2622,1.2621,0.9743,1.2352,1.2612,1.2765,1.2761,1.2615,1.2632,1.2636,1.2633,1.2638,1.2649,1.2636,1.2631,1.2638,1.2640,1.2805,1.2637,1.2640,1.2638,1.2647,0.8648,1.2669,0.8903,0.8759,0.8601,0.9760,0.9748,1.2617,0.9792,1.2637,1.2803,1.2833,1.2832,1.3182,1.2370,1.3159,1.1561,1.0807,1.2605,0.9886,1.3039,1.2357,1.2753,1.2668,1.2715,1.2758,1.2715,1.4635,1.2264,1.3837,1.0006,1.2761,0.8540,1.3075,1.2762,1.2711,1.2765,1.2832,1.2801,1.2766,1.3084,1.3929,1.3091,1.2762,0.9884,1.2801,1.2803,0.9867,1.3088,1.3896,1.2762,1.2836,1.2606,1.3872,1.3108,1.2838,1.2798,1.3819,1.2716,1.4629,1.4652,1.4618,1.4410,1.3776,1.3956,1.2836,0.9727,1.3089,1.4618,1.2609,1.2319,1.2609,1.3153,1.2836,1.2665,1.2620,1.1524
1.4864,1.4215,1.2747,1.2900,1.2606,0.8698,1.2625,0.8640,1.2625,1.2631,1.2621,1.2615,0.8411,1.2620,0.8351,1.2606,1.2622,1.2580,1.2612,1.2622,0.7978,1.2606,1.2620,1.0779,1.2611,0.9750,1.2573,1.2611,1.2707,0.9761,1.2793,1.2599,0.9168,0.9176,1.2619,0.8609,1.2622,1.2617,1.2606,1.2618,1.2623,1.2641,1.2622,1.2570,1.2622,1.2619,0.8377,1.2637,1.2657,1.2608,1.2624,1.2574,0.9616,0.8304,1.2603,1.2597,1.2890,1.2753,1.3626,1.2124,1.5135,1.2631,1.2620,1.2611,1.2633,1.2617,1.2619,1.2629,1.2617,1.2615,1.2623,1.2624,1.2626,1.2607,1.2608,0.8339,1.2568,1.2624,1.2615,1.2627,1.2624,1.2602,1.2620,1.2626,1.2629,1.2617,1.2623,1.2608,1.2611,1.2292,1.2276,1.2612,1.2620,1.2625,1.2629,1.2626,1.2831,1.2612,1.2621,1.2656,1.2624,1.2620,1.2620,1.2615,1.0642,1.2611,1.2604,1.2711,1.2614,1.2562,1.2634,1.2632,1.2636,1.2581,1.2634,1.2630,1.2569,1.2492,1.2602,1.2636,1.2570,1.2636,1.2579,1.2618,1.2608,1.2637,0.9759,1.2615,1.2621,1.2617,1.2615,1.2633,0.8780,1.2597,1.2827,1.2746,1.1471,1.2228,1.2830,1.2652,1.2707,0.9699,1.2608,1.2121,1.0647,1.2703,0.9706,1.2600,1.2596,1.2599,1.2947,1.2122,1.2147,0.9891,1.2710,1.2610,1.2155,1.2659,1.2595,1.2603,1.2826,1.2709,1.2603,1.2827,1.2830,1.2789,1.2599,1.2607,1.2595,1.2757,1.2601,1.2790,1.2199,1.2600,1.2705,0.9703,1.2949,1.1407,1.2654,1.2705,1.3659,1.2600,1.2942,1.2190,1.2932,1.3499,1.2093,1.2252,1.2793,1.2609,1.1390,1.2932,0.9711,1.2178,0.9709,1.2830,1.2705,0.9857,0.9740,0.9816
